name,iso_country,iso_region,municipality,iata_code,region,country_name
Lydd Airport,GB,GB-ENG,"Lydd, Ashford",LYX,England,United Kingdom
Carlisle Airport,GB,GB-ENG,Carlisle,CAX,England,United Kingdom
Blackpool International Airport,GB,GB-ENG,Blackpool,BLK,England,United Kingdom
Humberside Airport,GB,GB-ENG,Grimsby,HUY,England,United Kingdom
Barrow Walney Island Airport,GB,GB-ENG,Barrow-in-Furness,BWF,England,United Kingdom
Leeds Bradford Airport,GB,GB-ENG,Leeds,LBA,England,United Kingdom
Warton Aerodrome,GB,GB-ENG,Warton,WRT,England,United Kingdom
Hawarden Airport,GB,GB-WLS,Hawarden,CEG,Wales,United Kingdom
Newcastle Airport,GB,GB-ENG,Newcastle,NCL,England,United Kingdom
Durham Tees Valley Airport,GB,GB-ENG,Durham,MME,England,United Kingdom
East Midlands Airport,GB,GB-ENG,Nottingham,EMA,England,United Kingdom
Anglesey Airport,GB,GB-WLS,Angelsey,VLY,Wales,United Kingdom
Kirkwall Airport,GB,GB-SCT,Orkney Islands,KOI,Scotland,United Kingdom
Sumburgh Airport,GB,GB-SCT,Lerwick,LSI,Scotland,United Kingdom
Wick Airport,GB,GB-SCT,Wick,WIC,Scotland,United Kingdom
Aberdeen Dyce Airport,GB,GB-SCT,Aberdeen,ABZ,Scotland,United Kingdom
Inverness Airport,GB,GB-SCT,Inverness,INV,Scotland,United Kingdom
Glasgow International Airport,GB,GB-SCT,Glasgow,GLA,Scotland,United Kingdom
Edinburgh Airport,GB,GB-SCT,Edinburgh,EDI,Scotland,United Kingdom
Islay Airport,GB,GB-SCT,Port Ellen,ILY,Scotland,United Kingdom
Glasgow Prestwick Airport,GB,GB-SCT,Glasgow,PIK,Scotland,United Kingdom
Benbecula Airport,GB,GB-SCT,Balivanich,BEB,Scotland,United Kingdom
Scatsta Airport,GB,GB-SCT,Shetland Islands,SCS,Scotland,United Kingdom
Dundee Airport,GB,GB-SCT,Dundee,DND,Scotland,United Kingdom
Stornoway Airport,GB,GB-SCT,Stornoway,SYY,Scotland,United Kingdom
Barra Airport,GB,GB-SCT,Eoligarry,BRR,Scotland,United Kingdom
Tiree Airport,GB,GB-SCT,Balemartine,TRE,Scotland,United Kingdom
RAF Kinloss,GB,GB-SCT,Kinloss,FSS,Scotland,United Kingdom
RAF Leuchars,GB,GB-SCT,St. Andrews,ADX,Scotland,United Kingdom
RAF Lossiemouth,GB,GB-SCT,Lossiemouth,LMO,Scotland,United Kingdom
Cambridge Airport,GB,GB-ENG,Cambridge,CBG,England,United Kingdom
Norwich International Airport,GB,GB-ENG,Norwich,NWI,England,United Kingdom
London Stansted Airport,GB,GB-ENG,London,STN,England,United Kingdom
Exeter International Airport,GB,GB-ENG,Exeter,EXT,England,United Kingdom
Oxford (Kidlington) Airport,GB,GB-ENG,Kidlington,OXF,England,United Kingdom
RAF Benson,GB,GB-ENG,Benson,BEX,England,United Kingdom
RAF Lakenheath,GB,GB-ENG,Lakenheath,LKZ,England,United Kingdom
RAF Mildenhall,GB,GB-ENG,Mildenhall,MHZ,England,United Kingdom
RAF Wyton,GB,GB-ENG,St. Ives,QUY,England,United Kingdom
RAF Fairford,GB,GB-ENG,Fairford,FFD,England,United Kingdom
RAF Brize Norton,GB,GB-ENG,Brize Norton,BZZ,England,United Kingdom
RAF Odiham,GB,GB-ENG,Odiham,ODH,England,United Kingdom
RAF Northolt,GB,GB-ENG,London,NHT,England,United Kingdom
RAF Coningsby,GB,GB-ENG,Coningsby,QCY,England,United Kingdom
RAF Honington,GB,GB-ENG,Thetford,BEQ,England,United Kingdom
RAF Scampton,GB,GB-ENG,Scampton,SQZ,England,United Kingdom
RAF Linton-On-Ouse,GB,GB-ENG,Linton-On-Ouse,HRT,England,United Kingdom
RAF Waddington,GB,GB-ENG,Waddington,WTN,England,United Kingdom
RAF Marham,GB,GB-ENG,Marham,KNF,England,United Kingdom
Outer Skerries Airport,GB,GB-SCT,Grunay Island,OUK,Scotland,United Kingdom
Maurice Bishop International Airport,GD,GD-03,Saint George's,GND,Saint George,Grenada
Kopitnari Airport,GE,GE-IM,Kutaisi,KUT,Imereti,Georgia
Batumi International Airport,GE,GE-AJ,Batumi,BUS,Ajaria,Georgia
Sukhumi Dranda Airport,GE,GE-AB,Sukhumi,SUI,Abkhazia,Georgia
Tbilisi International Airport,GE,GE-TB,Tbilisi,TBS,Tbilisi,Georgia
Cayenne-Rochambeau Airport,GF,GF-CY,Cayenne / Rochambeau,CAY,Cayenne,French Guiana
Saint-Georges-de-l'Oyapock Airport,GF,GF-CY,Saint-Georges-de-l'Oyapock Airport,OYP,Cayenne,French Guiana
Alderney Airport,GG,GG-U-A,Saint Anne,ACI,Guernsey,Guernsey
Guernsey Airport,GG,GG-U-A,Saint Peter Port,GCI,Guernsey,Guernsey
Kotoka International Airport,GH,GH-AA,Accra,ACC,Greater Accra,Ghana
Tamale Airport,GH,GH-NP,Tamale,TML,Northern,Ghana
Kumasi Airport,GH,GH-AH,Kumasi,KMS,Ashanti,Ghana
Sunyani Airport,GH,GH-BO,Sunyani,NYI,Bono,Ghana
Takoradi Airport,GH,GH-WP,Sekondi-Takoradi,TKD,Western,Ghana
Gibraltar Airport,GI,GI-U-A,Gibraltar,GIB,Gibraltar,Gibraltar
Aasiaat Airport,GL,GL-QE,Aasiaat,JEG,Qeqqata Kommunia,Greenland
Narsarsuaq Airport,GL,GL-KU,Narsarsuaq,UAK,Kommune Kujalleq,Greenland
Godthaab / Nuuk Airport,GL,GL-SM,Nuuk,GOH,Kommuneqarfik Sermersooq,Greenland
Kangerlussuaq Airport,GL,GL-QE,Kangerlussuaq,SFJ,Qeqqata Kommunia,Greenland
Sisimiut Airport,GL,GL-QE,Sisimiut,JHS,Qeqqata Kommunia,Greenland
Banjul International Airport,GM,GM-W,Banjul,BJL,Western,Gambia
Conakry International Airport,GN,GN-C,Conakry,CKY,Conakry,Guinea
Les Bases Airport,GP,GP-U-A,Grand Bourg,GBJ,Guadeloupe,Guadeloupe
Pointe-Ã -Pitre Le Raizet,GP,GP-U-A,Pointe-�-Pitre,PTP,Guadeloupe,Guadeloupe
Bata Airport,GQ,GQ-LI,Bata,BSG,Litoral,Equatorial Guinea
Malabo Airport,GQ,GQ-BN,Malabo,SSG,Bioko Norte,Equatorial Guinea
Dimokritos Airport,GR,GR-A,Alexandroupolis,AXD,Anatoliki Makedonia kai Thraki,Greece
Eleftherios Venizelos International Airport,GR,GR-I,Athens,ATH,Attiki,Greece
Nea Anchialos Airport,GR,GR-E,Nea Anchialos,VOL,Thessalia,Greece
Chios Island National Airport,GR,GR-K,Chios Island,JKH,Voreio Aigaio,Greece
Ioannina Airport,GR,GR-D,Ioannina,IOA,Ipeiros,Greece
Heraklion International Nikos Kazantzakis Airport,GR,GR-M,Heraklion,HER,Kriti,Greece
Kefallinia Airport,GR,GR-F,Kefallinia Island,EFL,Ionia Nisia,Greece
Kalamata Airport,GR,GR-J,Kalamata,KLX,Peloponnisos,Greece
Kos Airport,GR,GR-L,Kos Island,KGS,Notio Aigaio,Greece
Karpathos Airport,GR,GR-L,Karpathos Island,AOK,Notio Aigaio,Greece
Ioannis Kapodistrias International Airport,GR,GR-F,Kerkyra Island,CFU,Ionia Nisia,Greece
Alexander the Great International Airport,GR,GR-A,Kavala,KVA,Anatoliki Makedonia kai Thraki,Greece
Filippos Airport,GR,GR-C,Kozani,KZI,Dytiki Makedonia,Greece
Mikonos Airport,GR,GR-L,Mykonos Island,JMK,Notio Aigaio,Greece
Mytilene International Airport,GR,GR-K,Mytilene,MJT,Voreio Aigaio,Greece
Aktion National Airport,GR,GR-D,Preveza/Lefkada,PVK,Ipeiros,Greece
Diagoras Airport,GR,GR-L,Rhodes Island,RHO,Notio Aigaio,Greece
Araxos Airport,GR,GR-G,Patras,GPA,Dytiki Ellada,Greece
Chania International Airport,GR,GR-M,Souda,CHQ,Kriti,Greece
Skiathos Island National Airport,GR,GR-E,Skiathos,JSI,Thessalia,Greece
Samos Airport,GR,GR-K,Samos Island,SMI,Voreio Aigaio,Greece
Santorini Airport,GR,GR-L,Santorini Island,JTR,Notio Aigaio,Greece
Sitia Airport,GR,GR-M,Crete Island,JSH,Kriti,Greece
Thessaloniki Macedonia International Airport,GR,GR-B,Thessaloniki,SKG,Kentriki Makedonia,Greece
"Zakynthos International Airport ""Dionysios Solomos""",GR,GR-F,Zakynthos Island,ZTH,Ionia Nisia,Greece
Coban Airport,GT,GT-16,Coban,CBV,Alta Verapaz,Guatemala
La Aurora Airport,GT,GT-01,Guatemala City,GUA,Guatemala,Guatemala
